borrowers_id,borrower,financier,goal,impagency,url,projectid
737,"GOVERNMENT OF GHANA",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;GPG|CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities|Global Public Goods Priorities|Millennium Development Goals;GPG|CAP|GPG|MDG","GOVERNMENT OF GHANA",http://projects.worldbank.org/P077517/ida-reflow?lang=en,449
738,JAMAICA,IBRD70760;IBRD70760,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF LABOUR AND SOCIAL SECURITY",http://projects.worldbank.org/P067774/social-safety-net-project?lang=en,810
739,"GOV OF GHANA",IDA35530;IDA35530;IDA35531,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;GPG|CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities|Global Public Goods Priorities|Millennium Development Goals;GPG|CAP|GPG|MDG",,http://projects.worldbank.org/P050619/economic-reform-support-credit-03?lang=en,210
740,"REPUBLIC OF GUINEA",IDAH4330;IDAH4330;IDA35520,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;GPG|CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P050046/education-all-project?lang=en,322
741,"REPUBLIC OF VANUATU",IDA35430;IDA35430,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP","MINISTRY OF EDUCATION; YOUTH AND SPORT",http://projects.worldbank.org/P004823/education-project-02?lang=en,246
742,"GOVERNMENT OF INDONESIA",IDA35260;IDA35260,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","THE NATIONAL LIBRARY",http://projects.worldbank.org/P068949/library-development-project?lang=en,499
743,"GOVERNMENT OF RUSSIA",IBRD46050;IBRD46050,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","NATIONAL TRAINING FOUNDATION",http://projects.worldbank.org/P050474/education-reform-project?lang=en,266
744,"REPUBLIC OF GUATEMALA",IBRD70520;IBRD70520,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P048652/universalization-basic-education-project?lang=en,897
745,"GOVERNMENT OF COLOMBIA",IBRD70500;IBRD70500,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","DAPREFIP; OFFICE OF THE PRESIDENCY",http://projects.worldbank.org/P069964/human-capital-protection?lang=en,435
746,GOB,IDA34670;IDA34670,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP",DNFE,http://projects.worldbank.org/P050752/post-literacy-continuing-education-human-development-project?lang=en,620
747,,IBRD45910;IBRD45910,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P059566/ceara-basic-education-quality-improvement-project?lang=en,133
748,"GOVERNMENT OF DJIBOUTI",IDA34450;IDA34450,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF NATIONAL EDUCATION",http://projects.worldbank.org/P044585/djibouti-school-access-improvement-program?lang=en,178
749,"REPUBLIC OF ARGENTINA",IBRD45850;IBRD45850,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","THE GOVERNMENT OF CORDOBA PROVINCE",http://projects.worldbank.org/P068344/provincial-reform-loan-project-cordoba?lang=en,667
750,"EAST TIMOR",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","UNTAET (UN TRANSITIONAL ADMINISTRATION IN EAST TIMOR)",http://projects.worldbank.org/P070268/emergency-school-readiness-project?lang=en,344
751,GOVERNMENT,IDA3367A;IDA3367A;IDA33670,"Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;GPG|CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P045091/human-resources-development-project?lang=en,441
752,,,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P069469/economic-assistance-project?lang=en,208
753,,IDA32810;IDA32810;IDA3281A,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P050613/basic-education-project-02?lang=en,538
754,"GOVERNMENT OF INDIA",IDAN0440;IDAN0440,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF HUMAN RESOURCE DEVELOPMENT; & GOV OF RAJASTHAN",http://projects.worldbank.org/P045050/rajasthan-district-primary-education-project?lang=en,678
755,"REPUBLIC OF INDONESIA",IBRD44710;IBRD44710,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE",http://projects.worldbank.org/P063939/social-safety-net-adjustment-loan-project?lang=en,809
756,"GOVERNMENT OF TAJIKISTAN",IDA32140;IDA32140,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG","MINISTRIES OF FINANCE AND EDUCATION",http://projects.worldbank.org/P057953/education-reform-project?lang=en,267
757,"KINGDOM OF LESOTHO",IDA31920;IDA31920,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;GPG|CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION (MOE)",http://projects.worldbank.org/P056416/second-education-sector-development?lang=en,744
758,"GOVT OF ZAMBIA",IDA31900;IDA31900;IDA3190A,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P003249/basic-education-subsector-investment-program?lang=en,102
759,"GOVT OF MOZAMBIQUE",IDA31720;IDA31720;IDA3172A,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P001786/null?lang=en,302
760,"FEDERATIVE REPUBLIC OF BRAZIL",IBRD44300;IBRD44300,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE",http://projects.worldbank.org/P063351/social-protection-special-sector-adjustment-loan-project?lang=en,806
761,GOI,IBRD43780;IBRD43780,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","DIRECTORATE OF EARLY CHILD EDUCATION MONE",http://projects.worldbank.org/P036049/child-development-project?lang=en,139
762,"GOVT OF GUINEA",IDA31190;IDA31190,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P057188/pre-service-teacher-education?lang=en,583
763,GOI,IDAN0420;IDAN0420,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","DEPT OF WMN & CHILD DEV",http://projects.worldbank.org/P035827/woman-child-development-project?lang=en,928
764,"THE STATE OF MINAS GERAIS",IBRD43180;IBRD43180,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","STATE SEC OF PLAN AND COORD",http://projects.worldbank.org/P040033/state-reform-project-minas-gerais?lang=en,824
765,GOB,IDAN0380;IDAN0380,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",PMED,http://projects.worldbank.org/P009550/primary-education-development-project?lang=en,642
766,GOVERNMENT,IBRD42980;IBRD42980,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF TECHNICAL AND VOCATIONAL EDUCATION",http://projects.worldbank.org/P038687/vocational-technical-education-project?lang=en,920
767,"GOVT OF COMOROS",IDAN0310;IDAN0310,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P000603/third-education-project?lang=en,878
768,"REPUBLIC OF MOLDOVA",IDA30030;IDA30030;IBRD41510,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION; YOUTH AND SPORTS",http://projects.worldbank.org/P008558/general-education?lang=en,406
769,PRC,IDA28310;IDA28310,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",SEDC,http://projects.worldbank.org/P036950/third-basic-education?lang=en,875
770,GOVERNMENT,IDA27930;IDA27930,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINSOCIAL SEC; SOCIAL SVCS; & LABOR / MIN OF EDUCATION",http://projects.worldbank.org/P005912/vocational-training-project?lang=en,925
771,"GOVERNMENT OF DOMINICAN REPUBLIC",IBRD3951A;IBRD3951A;IBRD3951S;IBRD39510,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","SECRETARY OF EDUCATION; ARTS AND CULTURE",http://projects.worldbank.org/P035494/basic-education-development-02-project?lang=en,72
772,GOVERNMENT,IBRD39450;IBRD39450,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG",MINED,http://projects.worldbank.org/P007169/basic-education-modernization-project?lang=en,76
773,,IDA27010;IDA27010,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",TBD,http://projects.worldbank.org/P004337/education-training-project-02?lang=en,313
774,"REPUBLIC OF BRAZIL",IBRD37660;IBRD37660,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINOF EDUCATION",http://projects.worldbank.org/P006558/br-parana-basic-education-quality?lang=en,59
775,"REPUBLIC OF ROMANIA",IBRD37240;IBRD37240,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MIN OF EDUCATION",http://projects.worldbank.org/P008784/education-reform-project?lang=en,265
776,"GOVT OF GHANA",IDA25080;IDA25080,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",MOE,http://projects.worldbank.org/P000964/primary-school-development?lang=en,586
777,GOI,IDA25090;IDA25090,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MIN OF HRES DEV",http://projects.worldbank.org/P009955/uttar-pradesh-basic-education?lang=en,898
778,GOE,IDA24760;IDA24760,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MIN OF EDUCATION",http://projects.worldbank.org/P005161/basic-education-improvement-project?lang=en,45
779,"REPUBLIC OF ECUADOR",IBRD34250;IBRD34250;IBRD3425A;IBRD3425S,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MOE; SECAP",http://projects.worldbank.org/P007107/social-development-education-training-eb-prodec?lang=en,717
780,"BURKINA FASO",IDA22440;IDA22440,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P000282/education-project-04?lang=en,248
781,"GOVERNMENT OF MALI",IDA22350;IDA22350,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF AGRICULTURE",http://projects.worldbank.org/P001725/null?lang=en,33
782,ROH,,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MOL; MOE",http://projects.worldbank.org/P008483/human-resources-development-project?lang=en,440
783,GOI,IDA22230;IDA22230,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG","MINISTRY OF HUMAN RESOURCE DEVELOPMENT",http://projects.worldbank.org/P009988/second-technician-education-project?lang=en,761
784,GOVERNMENT,,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP",NAFIN,http://projects.worldbank.org/P007688/decentralization-regional-development-project?lang=en,168
785,GOVT.,,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MIN. OF EDUC.",http://projects.worldbank.org/P000614/education-manpower-development-project?lang=en,312
786,"GOVERNMENT OF MALI",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P001726/education-sector-consolidation-project?lang=en,279
787,"GOVT OF MALDIVES",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP","MINISTRY OF PLANNING AND DEVELOPMENT",http://projects.worldbank.org/P004335/education-training-project?lang=en,315
788,"MINISTRY OF FINANCE",IBRD87500;IBRD87500,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF SOCIAL AFFAIRS",http://projects.worldbank.org/P160665/null?lang=en,463
789,,IBRD87420;IBRD87420,"Global Public Goods Priorities;Global Public Goods Priorities;GPG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P156444/null?lang=en,752
790,"REPUBLIC OF LIBERIA",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF FINANCE AND DEVELOPMENT PLANNING",http://projects.worldbank.org/P156826/null?lang=en,840
791,"GOVERNMENT OF LIBERIA",IDA55500;IDA55500;IDAH9990,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF FINANCE",http://projects.worldbank.org/P146619/null?lang=en,634
792,"GOVERNMENT OF INDONESIA",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","DG COMMUNITY AND VILLAGE EMPOWERMENT; MINISTRY OF HOME AFFAI",http://projects.worldbank.org/P147658/null?lang=en,446
793,"REPUBLIC OF THE PHILIPPINES",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","DEPARTMENT OFFINANCE",http://projects.worldbank.org/P148862/null?lang=en,619
794,"GOVERNMENT OF INDONESIA",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MOHA; DG COMMUNITY AND VILLAGE EMPOWERMENT",http://projects.worldbank.org/P132585/id-tf-national-program-community-empowerment-rural-areas-healthy-bright-generation-pnpm-generasi?lang=en,447
795,"REPUBLIC OF THE PHILIPPINES",IBRD82380;IBRD82380;IBRD83280,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","DEPARTMENT OF FINANCE",http://projects.worldbank.org/P126580/ph-ph-development-policy-loan-2?lang=en,576
796,,IDA53820;IDA53820;IDA51860,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG",,http://projects.worldbank.org/P131945/madagascar-emergency-support-critical-education-health-nutrition-services-project?lang=en,509
797,"LAO PEOPLES DEMOCRATIC REPUBLIC",IDAH8000;IDAH8000,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF FINANCE",http://projects.worldbank.org/P125298/lao-eight-poverty-reduction-support?lang=en,491
798,"THE STATE OF MINAS GERAIS BRAZIL",IBRD81870;IBRD81870,"Global Public Goods Priorities|Millennium Development Goals;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG",SEPLAG,http://projects.worldbank.org/P121590/minas-gerais-partnership-iii-dplpbg?lang=en,883
799,GEORGIA,IDA51470;IDA51470,"Global Public Goods Priorities|Millennium Development Goals;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities|Global Public Goods Priorities|Millennium Development Goals;CAP|GPG|GPG|MDG",IBRD,http://projects.worldbank.org/P129597/first-competitiveness-growth-development-policy-operation?lang=en,372
800,"GOVERNMENT OF URUGUAY",IBRD80940;IBRD80940,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Corporate Advocacy Priorities;CAP|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF ECONOMY AND FINANCE",http://projects.worldbank.org/P123242/2nd-programmatic-public-sector-competitiveness-social-inclusion-development-policy-loan?lang=en,4
801,"MUNICIPALITY OF RIO DE JANEIRO",IBRD79420;IBRD79420,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","SECRETARY OF FINANCE",http://projects.worldbank.org/P111665/rio-de-janeiro-municipality-fiscal-consolidation-efficiency-growth-dpl?lang=en,700
